CustomerID,Age,Gender,City,AnnualIncome,SpendingScore,ProductCategory,Quantity,Price,Rating,DaysSinceLastPurchase,TotalSpend
CUST1286,33,Female,Bengaluru,47176.0,65.9,Toys,3,1055.64,3.1,7,3166.92
CUST1287,42,Male,Mumbai,73649.0,38.5,Electronics,3,5332.58,3.5,12,15997.74
CUST1288,38,Female,Bengaluru,41606.0,100.0,Sports,5,1403.17,5.0,11,7015.85
CUST1289,27,Male,Pune,43022.0,60.8,Fashion,2,1313.16,4.7,94,2626.32
CUST1290,32,Female,Gwalior,57441.0,43.2,Toys,2,1059.83,3.0,47,2119.66
CUST1291,29,Male,Pune,72846.0,61.5,Beauty,3,2444.92,4.7,39,7334.76
CUST1292,27,Male,Delhi,75340.0,33.2,Sports,7,1825.67,4.5,6,12779.69
CUST1293,45,Female,Pune,75090.0,30.6,Fashion,2,854.43,3.8,72,1708.86
CUST1294,39,Female,Jaipur,74160.0,22.5,Grocery,1,704.75,3.3,53,704.75
CUST1295,26,Female,Indore,19797.0,83.3,Home & Kitchen,2,4240.53,3.2,5,8481.06
CUST1296,45,Male,Bengaluru,84927.0,38.4,Sports,2,2088.31,4.1,61,4176.62
CUST1297,38,Male,Bengaluru,64137.0,60.9,Electronics,1,8349.88,3.1,10,8349.88
CUST1298,44,Female,Gwalior,73487.0,66.1,Toys,2,1173.57,4.9,3,2347.14
CUST1299,42,Female,Indore,143947.0,2.1,Books,2,521.59,5.0,32,1043.18
CUST1300,25,Male,Delhi,36212.0,75.4,Fashion,5,995.05,3.9,32,4975.25
CUST1301,28,Male,Mumbai,93547.0,29.4,Sports,7,2329.65,4.9,3,16307.55
CUST1302,43,Male,Delhi,67244.0,63.2,Grocery,2,894.12,3.5,12,1788.24
CUST1303,42,Female,Gwalior,80323.0,66.4,Grocery,2,962.65,3.3,148,1925.3
CUST1304,34,Male,Pune,55490.0,65.7,Fashion,2,1460.66,4.9,34,2921.32
CUST1305,36,Male,Gwalior,54298.0,55.9,Home & Kitchen,3,2166.38,5.0,39,6499.14
CUST1306,50,Male,Indore,64464.0,38.4,Beauty,1,1470.42,5.0,7,1470.42
CUST1307,27,Male,Delhi,62320.0,31.9,Grocery,6,369.76,4.2,2,2218.56
CUST1308,41,Male,Gwalior,42662.0,85.7,Home & Kitchen,3,2979.4,4.7,10,8938.2
CUST1309,32,Male,Bengaluru,66345.0,65.1,Beauty,3,520.29,4.2,9,1560.87
CUST1310,32,Male,Gwalior,54817.0,74.3,Beauty,2,1378.22,5.0,8,2756.44
CUST1311,48,Female,Delhi,64722.0,53.7,Electronics,2,10823.16,4.3,6,21646.32
CUST1312,44,Male,Pune,61702.0,83.8,Books,2,664.41,4.6,26,1328.82
CUST1313,44,Female,Gwalior,84592.0,31.4,Grocery,7,730.33,2.9,12,5112.31
CUST1314,50,Female,Jaipur,63722.0,74.0,Fashion,3,919.59,3.7,52,2758.77
CUST1315,35,Female,Gwalior,64046.0,55.9,Fashion,2,2652.01,4.6,6,5304.02
CUST1316,43,Female,Delhi,55588.0,52.4,Grocery,1,1115.91,4.6,19,1115.91
CUST1317,31,Male,Indore,72504.0,60.5,Books,5,569.28,4.7,0,2846.4
CUST1318,38,Male,Delhi,76832.0,53.7,Fashion,1,1106.09,4.0,20,1106.09
CUST1319,33,Female,Gwalior,91957.0,40.7,Beauty,5,796.31,3.3,2,3981.55
CUST1320,36,Female,Mumbai,58368.0,62.6,Electronics,2,12718.75,3.8,114,25437.5
CUST1321,42,Female,Delhi,86728.0,37.7,Grocery,4,452.8,3.9,47,1811.2
CUST1322,25,Female,Jaipur,50797.0,100.0,Toys,3,1574.28,4.1,20,4722.84
CUST1323,60,Female,Delhi,103503.0,46.3,Sports,3,2118.86,3.0,3,6356.58
CUST1324,22,Male,Indore,46931.0,83.3,Fashion,4,508.71,3.7,27,2034.84
CUST1325,20,Male,Jaipur,55764.0,65.2,Grocery,2,687.23,3.8,43,1374.46
CUST1326,48,Female,Mumbai,66211.0,73.0,Fashion,2,1305.0,1.9,6,2610.0
CUST1327,44,Female,Jaipur,80849.0,52.4,Grocery,2,582.28,4.6,25,1164.56
CUST1328,42,Male,Mumbai,67536.0,54.2,Sports,3,1725.82,4.0,50,5177.46
CUST1329,42,Female,Lucknow,75796.0,41.7,Sports,2,2762.03,4.1,44,5524.06
CUST1330,34,Male,Gwalior,54062.0,63.1,Fashion,2,2347.47,3.4,49,4694.94
CUST1331,24,Female,Pune,59191.0,3.4,Books,2,447.95,4.4,63,895.9
CUST1332,35,Male,Mumbai,434650.64576611586,45.0,Home & Kitchen,4,2182.71,3.2,83,8730.84
CUST1333,26,Male,Mumbai,63641.0,48.1,Fashion,7,1475.4,3.3,16,10327.8
CUST1334,46,Female,Pune,86966.0,66.9,Grocery,3,604.72,4.5,25,1814.16
CUST1335,33,Male,Pune,50071.0,68.1,Home & Kitchen,1,1813.61,,47,1813.61
CUST1336,25,Female,Gwalior,38074.0,55.9,Home & Kitchen,1,3151.45,2.8,36,3151.45
CUST1337,31,Female,Gwalior,67902.0,52.6,Grocery,4,721.22,5.0,162,2884.88
CUST1338,39,Female,Pune,74514.0,29.4,Grocery,4,1111.1,3.2,0,4444.4
CUST1339,28,Male,Pune,75120.0,56.2,Electronics,5,19827.04,3.8,13,99135.2
CUST1340,25,Male,Lucknow,,81.7,Sports,3,1520.25,5.0,10,4560.75
CUST1341,37,Male,Indore,,65.7,Home & Kitchen,1,3470.89,2.0,9,3470.89
CUST1342,37,Female,Lucknow,33756.0,66.6,Electronics,3,8203.21,2.4,8,24609.63
CUST1343,28,Female,Pune,49604.0,68.7,Sports,4,2641.96,4.3,37,10567.84
CUST1344,29,Female,Delhi,67101.0,29.5,Toys,3,650.65,1.7,3,1951.95
CUST1345,37,Female,Gwalior,54244.0,77.0,Toys,2,531.29,2.1,41,1062.58
CUST1346,18,Female,Indore,71643.0,59.8,Fashion,3,1677.8,5.0,35,5033.4
CUST1347,18,Female,Pune,39753.0,84.9,Electronics,3,4116.81,3.5,9,12350.43
CUST1348,26,Male,Gwalior,80273.0,43.6,Grocery,2,297.83,5.0,9,595.66
CUST1349,32,Female,Mumbai,38428.0,84.5,Electronics,2,11177.58,3.0,30,22355.16
CUST1350,38,Male,Lucknow,71303.0,79.6,Toys,5,826.82,3.6,43,4134.1
CUST1351,52,Female,Bengaluru,33262.0,76.1,Electronics,3,10351.99,4.4,63,31055.97
CUST1352,45,Female,Mumbai,79963.0,46.3,Fashion,5,797.47,4.3,57,3987.35
CUST1353,33,Female,Mumbai,36702.0,58.9,Grocery,2,432.58,3.7,100,865.16
CUST1354,34,Male,Delhi,79808.0,28.3,Grocery,2,701.64,3.3,26,1403.28
CUST1355,22,Male,Mumbai,58201.0,63.0,Sports,4,2524.04,4.1,72,10096.16
CUST1356,34,Male,Mumbai,64054.0,76.4,Grocery,3,596.12,5.0,50,1788.36
CUST1357,31,Male,Gwalior,95577.0,26.7,Electronics,2,19060.92,4.6,68,38121.84
CUST1358,38,Male,Indore,48144.0,65.0,Fashion,2,1758.43,3.3,0,3516.86
CUST1359,25,Female,Mumbai,77433.0,38.5,Grocery,2,444.94,3.0,101,889.88
CUST1360,41,Female,Jaipur,87294.0,28.3,Electronics,2,10726.38,3.3,19,21452.76
CUST1361,53,Male,Jaipur,72462.0,55.1,Home & Kitchen,1,1426.39,2.8,48,1426.39
CUST1362,33,Male,Delhi,,4.0,Home & Kitchen,4,2394.17,4.0,4,9576.68
CUST1363,39,Male,Pune,54219.0,87.5,Beauty,5,1404.22,4.6,15,7021.1
CUST1364,43,Female,Mumbai,58611.0,48.9,Toys,2,1052.29,3.8,10,2104.58
CUST1365,30,Male,Jaipur,59893.0,72.9,Books,4,700.83,5.0,10,2803.32
CUST1366,37,Female,Delhi,50772.0,44.3,Toys,1,708.72,5.0,4,708.72
CUST1367,35,Male,Pune,43029.0,85.4,Fashion,4,2570.0,4.2,49,10280.0
CUST1368,36,Female,Bengaluru,80751.0,55.3,Electronics,2,11107.1,4.5,0,22214.2
CUST1369,25,Female,Delhi,45677.0,78.2,Fashion,3,2702.29,3.1,11,8106.87
CUST1370,35,Male,Gwalior,,31.7,Books,4,396.52,3.6,6,1586.08
CUST1371,40,Female,Pune,72572.0,54.2,Toys,3,1061.57,5.0,27,3184.71
CUST1372,52,Male,Indore,48901.0,47.4,Books,2,721.63,3.4,9,1443.26
CUST1373,46,Female,Delhi,73801.0,44.2,Electronics,2,11106.56,5.0,9,22213.12
CUST1374,60,Male,Pune,76384.0,65.2,Toys,3,873.03,4.9,20,2619.09
CUST1375,25,Female,Mumbai,51179.0,81.2,Grocery,2,1004.73,4.6,32,2009.46
CUST1376,45,Female,Pune,50347.0,67.8,Electronics,3,11378.27,2.8,4,34134.81
CUST1377,37,Female,Gwalior,91576.0,17.0,Grocery,3,353.74,3.6,6,1061.22
CUST1378,61,Female,Jaipur,112794.0,29.2,Electronics,4,28278.72,4.5,9,113114.88
CUST1379,25,Male,Delhi,55819.0,63.5,Home & Kitchen,6,2071.73,3.0,109,12430.38
CUST1380,24,Male,Mumbai,77045.0,4.4,Fashion,3,1598.34,3.7,15,4795.02
CUST1381,27,Male,Gwalior,49968.0,81.9,Grocery,3,952.73,4.6,27,2858.19
CUST1382,18,Male,Gwalior,52699.0,65.2,Home & Kitchen,2,1959.9,,8,3919.8
CUST1383,28,Female,Bengaluru,57746.0,83.2,Books,5,267.29,3.1,20,1336.45
CUST1384,25,Male,Delhi,66556.0,34.8,Beauty,3,996.14,2.3,2,2988.42
CUST1385,36,Female,Jaipur,80096.0,1.0,Grocery,3,292.86,3.6,1,878.58
CUST1386,39,Female,Gwalior,83724.0,45.8,Sports,1,1782.44,4.6,19,1782.44
CUST1387,57,Female,Mumbai,103272.0,30.4,Books,2,441.19,3.1,15,882.38
CUST1388,46,Male,Delhi,49385.0,37.9,Electronics,2,10771.74,3.9,4,21543.48
CUST1389,28,Female,Gwalior,46626.0,52.9,Home & Kitchen,2,1348.39,3.7,35,2696.78
CUST1390,24,Female,Gwalior,57841.0,100.0,Fashion,3,2838.1,3.3,148,8514.3
CUST1391,40,Male,Mumbai,77317.0,40.4,Electronics,4,12507.42,4.7,15,50029.68
CUST1392,19,Female,Mumbai,29168.0,97.6,Beauty,4,1595.36,5.0,29,6381.44
CUST1393,56,Female,Mumbai,111996.0,6.5,Books,5,360.48,4.8,99,1802.4
CUST1394,49,Male,Bengaluru,95958.0,1.0,Electronics,4,8439.32,3.3,53,33757.28
CUST1395,29,Male,Bengaluru,69093.0,49.5,Sports,2,2227.37,5.0,19,4454.74
CUST1396,18,Male,Gwalior,47068.0,65.4,Books,4,366.92,4.8,40,1467.68
CUST1397,51,Male,Mumbai,78774.0,37.6,Books,2,249.72,3.5,4,499.44
CUST1398,33,Male,Lucknow,43954.0,70.6,Fashion,3,2700.34,3.2,22,8101.02
CUST1399,49,Male,Bengaluru,78319.0,49.9,Books,1,311.86,4.9,10,311.86
CUST1400,18,Male,Pune,46717.0,67.7,Fashion,2,718.46,4.1,5,1436.92
CUST1401,27,Male,Delhi,41744.0,51.6,Home & Kitchen,2,4252.71,3.1,17,8505.42
CUST1402,35,Female,Indore,67825.0,62.3,Electronics,5,9807.89,3.8,4,49039.45
CUST1403,35,Female,Indore,55997.0,27.9,Electronics,2,9410.04,3.5,36,18820.08
CUST1404,29,Female,Bengaluru,25244.0,50.7,Beauty,3,444.18,3.2,18,1332.54
CUST1405,42,Male,Lucknow,60940.0,72.3,Grocery,3,1203.88,4.8,23,3611.64
CUST1406,22,Male,Gwalior,43867.0,81.8,Fashion,2,895.54,4.6,5,1791.08
CUST1407,33,Male,Gwalior,84962.0,38.8,Electronics,4,12283.86,4.7,5,49135.44
CUST1408,36,Male,Indore,93104.0,8.2,Beauty,5,1296.53,,26,6482.65
CUST1409,41,Male,Indore,51913.0,53.5,Electronics,1,14204.99,3.1,126,14204.99
CUST1410,43,Female,Gwalior,96188.0,26.1,Sports,3,1952.84,3.4,3,5858.52
CUST1411,21,Male,Delhi,25147.0,58.9,Electronics,3,6075.35,5.0,10,18226.05
CUST1412,18,Female,Gwalior,62597.0,44.4,Electronics,6,8679.96,4.0,61,52079.76
CUST1413,50,Female,Delhi,81192.0,54.6,Grocery,3,646.81,2.6,2,1940.43
CUST1414,38,Male,Indore,63752.0,82.5,Grocery,3,437.93,4.1,63,1313.79
CUST1415,26,Male,Bengaluru,78115.0,37.8,Fashion,5,1627.12,4.5,22,8135.6
CUST1416,53,Female,Delhi,55717.0,76.8,Fashion,2,1970.25,4.4,16,3940.5
CUST1417,36,Male,Mumbai,41178.0,40.4,Toys,5,1175.69,3.1,11,5878.45
CUST1418,49,Male,Gwalior,61400.0,70.5,Home & Kitchen,4,1530.84,5.0,11,6123.36
CUST1419,35,Female,Delhi,73921.0,34.2,Electronics,7,28892.01,2.5,11,202244.07
CUST1420,59,Male,Pune,55317.0,69.1,Grocery,1,815.6,4.0,65,815.6
CUST1421,56,Female,Lucknow,33238.0,76.7,Books,4,399.73,5.0,39,1598.92
CUST1422,32,Female,Jaipur,77310.0,69.7,Fashion,2,2319.33,4.4,33,4638.66
CUST1423,46,Male,Gwalior,76896.0,30.5,Electronics,2,30909.69,4.7,48,61819.38
CUST1424,42,Male,Jaipur,89513.0,47.5,Sports,3,1124.86,3.0,9,3374.58
CUST1425,51,Male,Indore,78568.0,39.9,Home & Kitchen,3,2284.59,4.2,29,6853.77
CUST1426,23,Male,Indore,45928.0,68.2,Home & Kitchen,2,965.53,3.9,18,1931.06
CUST1427,43,Male,Mumbai,82338.0,38.6,Electronics,3,12961.29,2.9,46,38883.87
CUST1428,47,Female,Mumbai,49673.0,52.8,Electronics,4,13888.54,4.7,11,55554.16
CUST1429,18,Male,Delhi,42708.0,73.4,Home & Kitchen,3,2461.14,3.2,31,7383.42
CUST1430,20,Male,Gwalior,56368.0,61.6,Fashion,3,1154.48,3.3,64,3463.44
CUST1431,18,Female,Delhi,59687.0,64.4,Grocery,5,264.31,4.3,15,1321.55
CUST1432,31,Female,Delhi,74896.0,49.4,Home & Kitchen,2,2902.88,3.8,2,5805.76
CUST1433,43,Female,Mumbai,71035.0,65.3,Fashion,1,2684.89,4.1,22,2684.89
CUST1434,53,Male,Indore,38719.0,93.4,Toys,4,631.57,3.7,13,2526.28
CUST1435,35,Female,Mumbai,54990.0,44.9,Sports,3,2384.93,5.0,33,7154.79
CUST1436,54,Female,Gwalior,80970.0,58.7,Beauty,6,480.65,3.1,90,2883.9
CUST1437,18,Male,Lucknow,44681.0,50.7,Electronics,4,107667.15491139934,3.5,20,57632.48
CUST1438,18,Male,Lucknow,43102.0,83.9,Electronics,8,10252.83,4.3,19,82022.64
CUST1439,34,Female,Indore,65481.0,66.6,Grocery,2,442.29,3.0,32,884.58
CUST1440,39,Male,Lucknow,68493.0,18.6,Electronics,5,8853.04,3.0,3,44265.2
CUST1441,34,Male,Bengaluru,65434.0,57.1,Toys,2,683.46,4.0,9,1366.92
CUST1442,18,Male,Lucknow,30761.0,74.8,Electronics,3,13983.53,4.7,75,41950.59
CUST1443,33,Male,Gwalior,56732.0,48.8,Grocery,5,354.98,4.8,33,1774.9
CUST1444,19,Female,Mumbai,66676.0,78.8,Fashion,3,1279.69,4.0,0,3839.07
CUST1445,43,Female,Delhi,69379.0,40.5,Home & Kitchen,1,2458.87,3.3,7,2458.87
CUST1446,39,Female,Gwalior,67602.0,39.2,Electronics,3,7731.41,4.1,34,23194.23
CUST1447,23,Male,Gwalior,49801.0,69.3,Grocery,3,1231.02,4.4,43,3693.06
CUST1448,28,Male,Pune,72917.0,61.8,Fashion,1,1066.16,4.1,55,1066.16
CUST1449,22,Male,Indore,29098.0,82.0,Books,2,306.03,5.0,10,612.06
CUST1450,34,Male,Bengaluru,74591.0,69.1,Electronics,4,8113.94,3.0,80,32455.76
CUST1451,46,Male,Gwalior,65858.0,64.7,Books,1,821.27,3.3,24,821.27
CUST1452,23,Female,Indore,53530.0,25.8,Sports,2,2495.05,4.9,36,4990.1
CUST1453,41,Male,Pune,89669.0,26.5,Fashion,2,1031.31,2.6,27,2062.62
CUST1454,28,Female,Mumbai,35757.0,69.1,Sports,3,3113.16,3.4,4,9339.48
CUST1455,25,Male,Pune,44928.0,80.5,Electronics,1,13003.08,3.2,99,13003.08
CUST1456,33,Male,Delhi,52122.0,18.8,Toys,1,886.71,2.5,4,886.71
CUST1457,22,Male,Delhi,34947.0,100.0,Grocery,1,522.77,3.7,9,522.77
CUST1458,28,Female,Lucknow,76563.0,56.1,Fashion,4,1111.49,4.6,50,4445.96
CUST1459,20,Female,Delhi,33258.0,83.9,Fashion,4,1716.99,4.0,29,6867.96
CUST1460,58,Female,Mumbai,75430.0,68.7,Electronics,1,9649.17,4.6,55,9649.17
CUST1461,35,Male,Jaipur,75178.0,89.8,Toys,3,1654.6,5.0,22,4963.8
CUST1462,26,Male,Pune,39163.0,92.1,Electronics,4,7222.42,3.6,14,28889.68
CUST1463,37,Female,Gwalior,56938.0,79.3,Beauty,6,1663.8,5.0,76,9982.8
CUST1464,33,Male,Gwalior,83943.0,43.0,Grocery,4,573.87,3.6,1,2295.48
CUST1465,32,Female,Gwalior,58969.0,58.1,Toys,2,901.67,3.7,58,1803.34
CUST1466,42,Male,Pune,82692.0,33.1,Fashion,4,2093.27,3.3,8,8373.08
CUST1467,44,Male,Mumbai,62659.0,42.8,Home & Kitchen,3,1942.92,4.4,57,5828.76
CUST1468,28,Male,Gwalior,29880.0,71.5,Grocery,1,847.79,3.6,4,847.79
CUST1469,28,Male,Lucknow,55458.0,39.1,Beauty,3,304.72,3.8,26,914.16
CUST1470,31,Female,Bengaluru,89583.0,34.8,Electronics,5,8997.18,3.7,66,44985.9
CUST1471,18,Male,Delhi,42511.0,43.5,Electronics,4,8291.92,3.7,19,33167.68
CUST1472,18,Male,Bengaluru,47464.0,73.3,Fashion,3,908.52,4.0,41,2725.56
CUST1473,51,Male,Pune,87373.0,37.2,Beauty,4,825.85,3.5,49,3303.4
CUST1474,54,Male,Gwalior,61209.0,61.5,Electronics,4,14002.09,3.5,40,56008.36
CUST1475,32,Female,Delhi,86680.0,29.1,Home & Kitchen,2,3311.35,4.9,78,6622.7
CUST1476,41,Female,Indore,66390.0,100.0,Fashion,2,1651.72,3.6,18,3303.44
CUST1477,38,Female,Mumbai,87499.0,62.3,Books,6,306.49,4.2,6,1838.94
CUST1478,70,Female,Bengaluru,84686.0,17.6,Toys,3,927.25,3.1,1,2781.75
CUST1479,48,Male,Mumbai,123475.0,13.2,Grocery,5,630.58,3.5,8,3152.9
CUST1480,33,Female,Gwalior,387579.5827614769,35.5,Fashion,5,2181.23,2.8,5,10906.15
CUST1481,23,Male,Gwalior,74466.0,30.0,Fashion,3,2046.72,5.0,24,6140.16
CUST1482,18,Male,Mumbai,56201.0,38.7,Electronics,3,12147.18,5.0,6,36441.54
CUST1483,37,Female,Delhi,61738.0,66.2,Fashion,4,1047.67,4.4,1,4190.68
CUST1484,25,Male,Gwalior,67214.0,41.8,Beauty,5,693.13,5.0,1,3465.65
CUST1485,18,Female,Jaipur,52095.0,83.5,Home & Kitchen,2,2006.47,4.6,53,4012.94
CUST1486,27,Male,Lucknow,27606.0,100.0,Toys,3,705.22,3.7,27,2115.66
CUST1487,22,Female,Indore,35422.0,100.0,Grocery,2,667.91,4.2,13,1335.82
CUST1488,55,Female,Jaipur,77096.0,30.8,Beauty,7,1198.07,5.0,67,8386.49
CUST1489,45,Female,Delhi,76167.0,55.4,Grocery,3,587.86,3.1,2,1763.58
CUST1490,34,Female,Lucknow,58008.0,72.8,Grocery,3,603.88,2.8,118,1811.64
CUST1491,52,Female,Gwalior,95945.0,22.5,Fashion,2,1588.5,4.3,29,3177.0
CUST1492,35,Male,Lucknow,28994.0,70.7,Grocery,5,488.12,3.4,6,2440.6
CUST1493,24,Male,Lucknow,61839.0,87.3,Grocery,3,414.38,1.9,34,1243.14
CUST1494,53,Male,Pune,47074.0,74.2,Beauty,4,445.96,2.8,43,1783.84
CUST1495,41,Female,Lucknow,74006.0,60.0,Toys,2,605.8,3.6,17,1211.6
CUST1496,22,Male,Bengaluru,47968.0,54.6,Fashion,5,1812.53,3.9,59,9062.65
CUST1497,32,Female,Delhi,68685.0,30.9,Electronics,5,9058.85,4.0,5,45294.25
CUST1498,24,Male,Mumbai,38248.0,66.9,Grocery,1,545.56,5.0,10,545.56
CUST1499,18,Male,Bengaluru,62984.0,55.2,Home & Kitchen,9,3012.78,3.7,3,27115.02
CUST1500,46,Female,Gwalior,,17.8,Electronics,4,14778.63,4.2,7,59114.52
CUST1501,57,Male,Pune,88463.0,36.8,Sports,3,1298.66,2.4,8,3895.98
CUST1502,18,Male,Lucknow,60866.0,28.7,Toys,4,1192.06,3.9,75,4768.24
CUST1503,41,Male,Gwalior,91073.0,14.8,Toys,1,9665.625598814291,4.2,2,1255.83
CUST1504,27,Female,Indore,44280.0,84.4,Electronics,3,7636.71,2.7,17,22910.13
CUST1505,29,Female,Jaipur,67112.0,65.0,Books,3,287.7,3.1,23,863.1
CUST1506,27,Male,Lucknow,84731.0,33.0,Beauty,2,1449.29,4.3,69,2898.58
CUST1507,24,Male,Lucknow,62958.0,39.1,Grocery,4,565.77,3.4,182,2263.08
CUST1508,35,Male,Bengaluru,50707.0,48.7,Home & Kitchen,3,1028.79,3.8,42,3086.37
CUST1509,25,Female,Lucknow,56201.0,56.1,Sports,3,1142.56,4.4,106,3427.68
CUST1510,38,Female,Indore,60062.0,71.3,Grocery,3,543.04,5.0,46,1629.12
CUST1511,34,Male,Gwalior,64282.0,73.1,Fashion,4,942.0,3.7,99,3768.0
CUST1512,32,Male,Mumbai,66997.0,45.3,Grocery,4,508.55,5.0,37,2034.2
CUST1513,24,Male,Pune,29350.0,63.6,Home & Kitchen,4,2532.61,2.1,2,10130.44
CUST1514,28,Female,Delhi,38082.0,82.1,Electronics,2,21537.78,4.0,15,43075.56
CUST1515,44,Female,Pune,61067.0,44.1,Books,3,356.13,3.6,31,1068.39
CUST1516,41,Male,Pune,86124.0,29.6,Beauty,4,1382.17,3.4,13,5528.68
CUST1517,23,Male,Gwalior,33397.0,100.0,Home & Kitchen,1,4427.32,,10,4427.32
CUST1518,36,Male,Bengaluru,70854.0,66.0,Electronics,4,21298.37,3.7,26,85193.48
CUST1519,44,Female,Indore,70532.0,54.2,Home & Kitchen,2,2801.61,2.1,81,5603.22
CUST1520,18,Male,Mumbai,43571.0,50.0,Electronics,2,5471.71,2.5,1,10943.42
CUST1521,41,Female,Gwalior,55048.0,67.6,Electronics,1,14428.95,4.5,44,14428.95
CUST1522,27,Female,Gwalior,65653.0,74.4,Grocery,3,912.59,,38,2737.77
CUST1523,41,Male,Mumbai,87629.0,30.9,Grocery,4,580.86,4.6,100,2323.44
CUST1524,25,Male,Lucknow,54782.0,88.3,Home & Kitchen,3,5023.49,4.0,80,15070.47
CUST1525,18,Male,Delhi,34211.0,100.0,Electronics,5,16925.82,3.7,43,84629.1
CUST1526,18,Female,Pune,50303.0,97.5,Grocery,2,753.13,3.8,22,1506.26
CUST1527,35,Female,Delhi,56754.0,67.9,Electronics,3,18531.26,4.4,7,55593.78
CUST1528,38,Female,Delhi,68823.0,63.3,Toys,2,914.12,2.8,24,1828.24
CUST1529,24,Female,Jaipur,58206.0,86.7,Home & Kitchen,3,922.35,3.9,43,2767.05
CUST1530,42,Male,Indore,41039.0,83.0,Beauty,5,737.11,2.9,68,3685.55
CUST1531,18,Female,Gwalior,61990.0,49.2,Fashion,1,2421.37,4.0,47,2421.37
CUST1532,34,Female,Mumbai,56987.0,54.1,Electronics,4,8687.37,4.5,7,34749.48
CUST1533,20,Male,Gwalior,37261.0,82.3,Toys,2,731.59,4.0,27,1463.18
CUST1534,27,Female,Mumbai,62336.0,34.7,Fashion,3,987.61,4.4,12,2962.83
CUST1535,35,Female,Pune,56941.0,59.7,Grocery,2,1224.76,3.3,0,2449.52
CUST1536,24,Female,Gwalior,21002.0,100.0,Home & Kitchen,3,4898.3,3.8,7,14694.9
CUST1537,30,Female,Delhi,79033.0,5.1,Electronics,4,8426.31,3.7,4,33705.24
CUST1538,47,Female,Mumbai,82783.0,69.2,Sports,4,2121.38,3.6,55,8485.52
CUST1539,28,Female,Lucknow,59280.0,80.6,Home & Kitchen,2,1904.26,3.2,9,3808.52
CUST1540,45,Male,Lucknow,84155.0,32.2,Fashion,2,14530.015767449186,3.5,10,3836.62
CUST1541,21,Male,Gwalior,28908.0,94.4,Electronics,4,14713.71,2.9,97,58854.84
CUST1542,41,Female,Indore,73771.0,48.8,Electronics,6,16603.09,2.4,14,99618.54
CUST1543,52,Male,Mumbai,74680.0,70.2,Books,2,456.79,3.3,0,913.58
CUST1544,18,Male,Mumbai,60670.0,76.9,Beauty,4,2911.89,4.5,10,11647.56
CUST1545,25,Male,Indore,18824.0,67.5,Fashion,2,994.31,4.1,4,1988.62
CUST1546,41,Male,Lucknow,63447.0,67.6,Electronics,2,6053.67,2.8,3,12107.34
CUST1547,32,Female,Lucknow,45660.0,67.6,Beauty,3,769.05,3.5,2,2307.15
CUST1548,39,Female,Bengaluru,70240.0,53.1,Home & Kitchen,1,1335.22,4.5,27,1335.22
CUST1549,27,Male,Mumbai,57189.0,48.9,Grocery,3,330.28,3.5,6,990.84
CUST1550,36,Male,Indore,58425.0,92.5,Fashion,3,1004.95,2.6,13,3014.85
CUST1551,33,Male,Delhi,71133.0,69.6,Fashion,2,1037.27,5.0,59,2074.54
CUST1552,49,Female,Bengaluru,95512.0,18.1,Beauty,5,614.34,3.7,17,3071.7
CUST1553,38,Female,Mumbai,61774.0,34.4,Toys,6,984.27,2.9,74,5905.62
CUST1554,39,Male,Pune,,36.8,Electronics,3,9800.48,4.1,21,29401.44
CUST1555,30,Female,Delhi,56117.0,70.7,Home & Kitchen,2,2326.78,3.8,15,4653.56
CUST1556,29,Female,Gwalior,10181.0,100.0,Grocery,3,858.02,2.5,42,2574.06
CUST1557,29,Female,Lucknow,53448.0,87.6,Grocery,4,441.6,4.0,2,1766.4
CUST1558,39,Female,Gwalior,49387.0,82.5,Fashion,1,1349.38,4.8,3,1349.38
CUST1559,29,Male,Bengaluru,31893.0,99.7,Sports,2,2315.1,3.7,32,4630.2
CUST1560,38,Female,Delhi,51982.0,72.1,Grocery,6,275.97,2.0,20,1655.82
CUST1561,59,Male,Gwalior,82391.0,16.9,Home & Kitchen,4,963.03,4.2,47,3852.12
CUST1562,45,Female,Gwalior,88492.0,33.5,Fashion,1,1722.73,4.4,74,1722.73
CUST1563,31,Female,Gwalior,78282.0,64.2,Electronics,5,14610.09,3.4,15,73050.45
CUST1564,49,Female,Jaipur,60465.0,58.5,Electronics,3,27401.42,3.4,27,82204.26
CUST1565,30,Female,Delhi,64157.0,65.5,Beauty,3,958.75,5.0,21,2876.25
CUST1566,18,Male,Lucknow,53830.0,59.0,Electronics,2,16656.53,3.3,120,33313.06
CUST1567,22,Female,Bengaluru,41921.0,55.7,Beauty,5,832.31,2.9,53,4161.55
CUST1568,18,Female,Mumbai,30209.0,81.4,Grocery,2,675.75,3.9,73,1351.5
CUST1569,30,Female,Bengaluru,28021.0,90.9,Grocery,2,1168.92,4.4,9,2337.84
CUST1570,35,Male,Bengaluru,54015.0,52.8,Grocery,4,256.55,4.4,44,1026.2
CUST1571,55,Male,Indore,92158.0,29.8,Fashion,3,1769.88,1.7,9,5309.64
CUST1572,38,Male,Delhi,64304.0,39.4,Electronics,3,28194.91,3.3,7,84584.73
CUST1573,32,Female,Mumbai,53345.0,85.3,Fashion,2,1679.14,4.9,87,3358.28
CUST1574,44,Female,Jaipur,51253.0,61.5,Beauty,3,1741.71,4.2,1,5225.13
